station_name,station_code,electric_bikes,mechanical_bikes,total_bikes_available,capacity,coordinates
Bosquet - Saint-Dominique,7021,5,13,18,28,"[48.858651709526, 2.3037165802346]"
Louis le Grand - Italiens,2015,15,16,31,33,"[48.870508937204, 2.3340544619393]"
Sèvres - Général Leclerc,21026,10,12,22,30,"[48.830121559055, 2.2314262390137]"
Saint-Denis - Réaumur,2003,8,11,19,32,"[48.8661116315789, 2.3507790675507594]"
Joffre - Aigle,22503,0,4,4,20,"[48.904033, 2.245096]"
Française - Etienne Marcel,1102,0,23,23,37,"[48.864053304653766, 2.347587011754513]"
Nationale - Vincent Auriol,13017,6,1,7,33,"[48.83252708397293, 2.362354410392119]"
Cours de Vincennes - Soult,12020,3,1,4,45,"[48.846918761569, 2.4105220288038]"
Cléry - Montmartre,2021,28,23,51,58,"[48.867458, 2.3445211]"
Adolphe Lalyre - Armand Silvestre,24006,4,4,8,40,"[48.90406266961591, 2.273416221141815]"
Bézout - Général Leclerc,14132,3,0,3,30,"[48.82884804502439, 2.3285973072052]"
Parc Roger Salengro,21110,3,10,13,35,"[48.905303858642, 2.31055945158]"
Montmartre - Etienne Marcel,2005,4,6,10,16,"[48.86502194581, 2.3450684401448]"
Didot - Mariniers,14022,2,1,3,35,"[48.82650543613106, 2.313136198271666]"
Gardenat-Lapostol - Velettes,21507,3,1,4,20,"[48.87387, 2.224185]"
Kléber - National,22502,5,3,8,20,"[48.906333898712234, 2.2393910586833954]"
Mairie du 3ème,3006,18,11,29,32,"[48.86446178139141, 2.361762821674347]"
Haxo - Darcy,20205,2,0,2,22,"[48.870493041975, 2.404957212224]"
Fille du Calvaire - Turenne,3003,2,13,15,29,"[48.86210505412563, 2.3649600148200993]"
Cesaria Evora - Rosa Parks,19111,7,7,14,40,"[48.89717672825043, 2.3745173960924144]"
Saint-Michel - Luxembourg,5122,19,7,26,29,"[48.84501507626, 2.3394941166043]"
Lisbonne - Monceau,8036,24,3,27,47,"[48.877455676814, 2.3096942214195]"
Eugène Varlin - Place de la Paix,48005,2,0,2,23,"[48.792862, 2.363093]"
Froidevaux - Boulard,14133,0,1,1,35,"[48.835147319625, 2.3294411972165]"
Verdier - Jean Jaurès,21215,0,0,0,33,"[48.81614048711214, 2.3123561963438988]"
Mairie du Kremlin-Bicêtre,42704,2,1,3,25,"[48.81191981537702, 2.3570189997553825]"
Jean Bleuzen - Square du 11 Novembre,21706,4,0,4,49,"[48.8232579, 2.2965213]"
Rivoli - Musée du Louvre,1014,9,11,20,24,"[48.86364636851945, 2.33409583568573]"
Bas - Gabriel Péri,26006,1,4,5,30,"[48.91585580539625, 2.2948095202445984]"
Séminaire de Conflans - Liberté,42211,0,11,11,26,"[48.823194, 2.404179]"
Hippodrome Paris-Vincennes,12163,17,5,22,42,"[48.82048387758518, 2.446271181106568]"
Gardenat Lapostol - Franklin Roosevelt,21509,6,3,9,24,"[48.871839, 2.222505]"
Jean-Jacques Rousseau - Deux Ecus,1012,6,14,20,22,"[48.86297805972131, 2.3414635285735126]"
Place Paul Delouvrier,19130,4,4,8,42,"[48.89197621431365, 2.3851288855075836]"
Candale - Mehul,35012,1,2,3,25,"[48.8893935006175, 2.414379715919495]"
Square Pierre Lazareff,2004,6,3,9,17,"[48.867141720746, 2.3483933508396]"
Porte de Saint Cloud - Parc des Princes,16044,7,7,14,32,"[48.838662757066, 2.2525164484978]"
Quai Jules Guesde - Saint-Simon,44001,2,9,11,30,"[48.80391487219, 2.4089661620274]"
Village Saint-Paul,4009,4,23,27,28,"[48.852639866625, 2.3607301712036]"
Gare du Nord - La Chapelle,10041,3,1,4,18,"[48.884178287286, 2.3561057075858]"
Choiseul - Quatre Septembre,2012,5,5,10,44,"[48.869935533187, 2.3359975218773]"
Alger - Rivoli,1018,5,11,16,21,"[48.864773553495, 2.3294493936128]"
Ventadour - Opéra,1116,6,11,17,27,"[48.866810653323, 2.3343884482519]"
Port - Confluence,32024,6,7,13,26,"[48.936093926526, 2.3436167797955]"
Saint-Honoré - 29 juillet,1017,7,2,9,20,"[48.86557114282421, 2.330567417577153]"
Saint-Amand - Labrouste,15040,1,1,2,36,"[48.834097274832295, 2.3087677359581]"
Gare de Sèvres - Ville d'Avray,23107,6,0,6,22,"[48.826262366227, 2.2001516849313]"
Saint Pères - Saint Germain,6201,8,7,15,22,"[48.853729675265, 2.3300181032703]"
Saint-Placide - Cherche Midi,6026,5,15,20,66,"[48.8490535919234, 2.325317971408367]"
Saint-Honoré - Musée du Louvre,1023,11,18,29,32,"[48.863443132848, 2.3348781846405]"
Guy Môquet - Parvis Georges Marchais,48008,2,0,2,30,"[48.79518840095975, 2.35943466424942]"
Marseillaise - Grenade,19202,0,1,1,45,"[48.889371092747, 2.3979396821544]"
Le Goff - Gay-Lussac,5003,8,12,20,35,"[48.846102400979, 2.3412207886577]"
Gare RER - Canadiens,43403,14,1,15,40,"[48.819659244971, 2.4644082766769]"
Archives - Pastourelle,3007,8,15,23,28,"[48.8623615, 2.3595041]"
Jean Jaurès - Paul Lafargue,28005,6,9,15,28,"[48.884933177666, 2.2484488785267]"
Quai de l'Aisne - Général Leclerc,35005,11,1,12,27,"[48.895713, 2.400571]"
Arthur Ranc - Hôpital Bichat,18112,2,6,8,26,"[48.8978712500682, 2.333521842956543]"
Suresnes - Muette à Neuilly,16139,1,9,10,30,"[48.868570404348, 2.266000919044]"
Verdun - Carnot,42028,2,0,2,28,"[48.808439376064946, 2.373795211315155]"
Parc Floral du Bel Air,12166,10,3,13,25,"[48.839285711865735, 2.438560165464878]"
Belfort - Victor Hugo,21119,0,16,16,24,"[48.9018492, 2.3172724]"
Belles Feuilles - Place de Mexico,16010,3,0,3,23,"[48.865804746474, 2.2829206287861]"
Porte Dauphine,16201,30,4,34,65,"[48.871139344351, 2.2749781616017]"
Henri Barbusse - Marcel Cachin,32022,7,3,10,37,"[48.93742089281, 2.3720374971659]"
Place André Malraux,1015,9,21,30,37,"[48.863925158727, 2.3356226831675]"
Place des Victoires,2006,13,8,21,24,"[48.8660354, 2.3420333]"
Victor Massé - Jean-Baptiste Pigalle,9019,4,1,5,18,"[48.8811043724, 2.3366955667734]"
Place de l'Eglise - Vitry-sur-Seine,44004,1,21,22,28,"[48.791922819921815, 2.395057752728462]"
Saint-Marc - Feydeau,2102,13,18,31,37,"[48.870326843044, 2.3418715826353]"
Danielle Casanova - Opéra,2020,12,4,16,20,"[48.867643242297, 2.3333894088864]"
Magenta - Chabrol,10201,5,7,12,24,"[48.876495350882, 2.3560990020633]"
Henri Barbusse - Gabriel Péri,23202,0,0,0,28,"[48.801773795836, 2.2874166362216]"
Saint-Mande - Picpus,12016,0,0,0,35,"[48.845127728278, 2.4015686296482]"
Les Blagis,23301,3,4,7,27,"[48.785205, 2.302526]"
Blanqui - Docteur Bauer,34013,1,2,3,28,"[48.907735489085, 2.3407192814591]"
Quai de Sèvres - Manufacture Nationale,23104,5,4,9,28,"[48.828688, 2.22499]"
Paganini - Davout,20140,2,4,6,22,"[48.85135, 2.412021]"
Stalingrad - Henri Luisette,48012,0,2,2,26,"[48.78363092456589, 2.366935946761926]"
Sorbier - Gasnier-Guy,20010,1,0,1,34,"[48.865217631011, 2.3936596512794]"
Gare RER - Maurice Grandcoing,42022,3,20,23,37,"[48.813881, 2.392429]"
Jardin Modèle - Pierre Boudou,26012,1,11,12,18,"[48.914866710946, 2.3057010525935]"
République - Louis Loucheur,45004,3,5,8,37,"[48.823549261189, 2.5101865455508]"
Vincent Auriol - Louise Weiss,13049,5,13,18,22,"[48.834001935501, 2.3703888058662]"
Mariotte - Batignolles,17202,5,1,6,20,"[48.884571659595, 2.321469503475]"
Londres - Europe,8202,2,3,5,27,"[48.878618556803, 2.3248164693922]"
Jouffroy d'Abbans - Malesherbes,17020,0,2,2,27,"[48.8850134, 2.3070717]"
Stéphanie Bouvard - Gambetta,42030,1,1,2,30,"[48.814548138856, 2.4024386957288]"
Mûriers - Père Lachaise,20142,1,0,1,20,"[48.864130509668044, 2.39164982067019]"
Clef des Champs - Albert Dhalenne,34011,10,12,22,28,"[48.914938, 2.330665]"
Gare - Aristide Briand,21329,0,19,19,29,"[48.821410564722, 2.2555950104387]"
Chevaleret - Louise Weiss,13015,2,18,20,35,"[48.832586513351, 2.37121138812]"
Bons Raisins - Voltaire,25007,2,2,4,24,"[48.87282451461399, 2.1947155570850896]"
Château de Vincennes,12123,6,9,15,52,"[48.84423193255657, 2.439209537709179]"
Place Denfert-Rochereau,21002,4,9,13,20,"[48.843252536286684, 2.245987951755524]"
Edith Cavell - Volta,24005,4,7,11,33,"[48.901616564286975, 2.269354350864887]"
Danielle Casanova - Ledru-Rollin,42024,4,7,11,28,"[48.815783497876815, 2.383259721100331]"
Gobelins - Port-Royal,5027,3,19,22,40,"[48.837135900263, 2.3515201359987]"
Porte de Versailles,15203,3,15,18,28,"[48.832324016657, 2.2875617349045]"
Euryale Dehaynin - Loire,19117,3,5,8,30,"[48.886248917304805, 2.3774591088294987]"
Lecourbe - Convention,15053,4,20,24,46,"[48.83923319241899, 2.2915197908878326]"
Pyrénées - Cours de Vincennes,20003,5,2,7,21,"[48.847796779935, 2.4061721563339]"
Roquette - Auguste Laurent,11022,2,9,11,16,"[48.858001906023354, 2.381797702650783]"
Gouthière - Poterne des Peupliers,13028,1,11,12,33,"[48.820507, 2.351342]"
Félix Faure - Convention,15069,2,10,12,44,"[48.841249336041, 2.2883866008495]"
Buzenval - Vignoles,20012,0,1,1,17,"[48.853858171688, 2.4000040814281]"
Gergovie - Alésia,14027,1,0,1,54,"[48.83088717455243, 2.318882101207347]"
Hector Malot - Daumesnil,12008,2,45,47,54,"[48.84693552991762, 2.3770876228809357]"
Bercy - Traversiére,12102,7,13,20,30,"[48.846192642574, 2.3703800886869]"
Suffren - La Motte-Piquet,15024,6,15,21,23,"[48.850881230919, 2.3012199997902]"
Duméril - Jeanne d'Arc,13006,5,24,29,40,"[48.838151608087, 2.3571084495564]"
Port Royal - Hôpital Cochin,14004,5,6,11,23,"[48.838608030238, 2.3406994164846]"
Léon Frot - Charonne,11111,1,6,7,38,"[48.854963800335, 2.387217085372]"
Jean de la Fontaine - Boulainvilliers,16025,5,34,39,68,"[48.85264791461651, 2.2758664190769196]"
Olympiades,13036,2,2,4,36,"[48.826764665199, 2.3650860786438]"
Montreuil - République,43004,8,0,8,25,"[48.85026349463687, 2.4345204234123234]"
Tombe Issoire - René Coty,14009,1,1,2,36,"[48.830512876709, 2.3343613743782]"
Porte de la Plaine,15045,3,0,3,35,"[48.82805169605981, 2.2924277186393742]"
Marcel Pourtout - Édouard Manet,25004,4,3,7,24,"[48.87555620763429, 2.1655967831611638]"
Ancienne Mairie - André Morizet,21023,1,20,21,25,"[48.838311, 2.234077]"
Lavoisier - Missak Manouchian,31105,1,9,10,18,"[48.86286468896063, 2.495676465332508]"
Place Aristide Briand,42205,2,19,21,35,"[48.82189236575831, 2.413003742694855]"
Charonne - Alexandre Dumas,20014,0,0,0,35,"[48.856077415056, 2.3948693275452]"
Mairie de Bagnolet,31701,5,4,9,28,"[48.868421318555, 2.4179587885737]"
Pierre Brossolette - 12 Février 1934,22404,1,2,3,25,"[48.8176962416867, 2.3076123744249344]"
Gabriel Péri - Place de la Libération,21218,0,0,0,18,"[48.819828421929, 2.3117361743705]"
Guy Môquet - Compoint,17006,4,1,5,36,"[48.89213559044868, 2.32321947813034]"
Championnet.,18101,0,1,1,22,"[48.8953643, 2.3498166]"
Quatre Vents - Carrefour de l'Odéon,6028,11,5,16,37,"[48.851751374458864, 2.338161695134053]"
Reynaldo Hahn - Lagny,20005,4,1,5,19,"[48.849266043601794, 2.412330328844772]"
Colonel Pierre Avia,15120,4,20,24,29,"[48.8296843300915, 2.275342586850291]"
Marché d'Auteuil,16033,3,20,23,32,"[48.84842761367387, 2.265253821160005]"
Arthur Auger - Jean Jaurès,21205,0,0,0,26,"[48.813736445585235, 2.3069277405738835]"
Passy - Place du Costa Rica,16023,2,8,10,33,"[48.8584893, 2.2839655]"
Jean-Baptiste Charcot - Sainte-Geneviève,24007,4,9,13,21,"[48.90310883721567, 2.278892956674099]"
Regard - Rennes,6004,7,13,20,46,"[48.847385404956, 2.3268555477262]"
Pasteur - Cotentin,15114,0,1,1,33,"[48.8389284, 2.316356]"
Lorraine - Jean Jaurès,19014,2,0,2,19,"[48.8863865, 2.3825772]"
Guillaume Bertrand - République,11028,3,1,4,38,"[48.863825174341, 2.380906377155]"
M.- A. Lagroua Weill-Hallé -  F. Dolto,13055,35,27,62,74,"[48.828595283857425, 2.380220606266108]"
Victor Hugo - Bineau,22014,5,7,12,25,"[48.88758225888669, 2.2783890366554265]"
Fief - République,21027,19,5,24,25,"[48.83170888166024, 2.255771979689598]"
Hôtel de Ville de Rueil-Malmaison,25002,8,6,14,20,"[48.878194, 2.181724]"
Arsonval - Falguière,15113,2,2,4,25,"[48.84040040365445, 2.313117867297474]"
Jean Bologne - Passy,16022,0,1,1,19,"[48.857566889784465, 2.280027395306772]"
Crimée - Ourcq,19001,6,5,11,56,"[48.894104140316, 2.3729460884673]"
Dantzig - Lefebvre,15044,3,1,4,33,"[48.83013921586756, 2.295934036374092]"
Bobillot - Moulin des Prés,13023,1,0,1,28,"[48.828657346203, 2.353020646317]"
Porte de Charenton,12040,3,24,27,67,"[48.831240105856, 2.3989107459784]"
Mairie du 20ème,20106,0,0,0,27,"[48.865302324275, 2.3990669846535]"
Place Saint-André des Arts,6020,8,21,29,37,"[48.852886173881, 2.3426544293761]"
Rond-Point Rhin et Danube,21007,15,23,38,53,"[48.840452820991764, 2.2280225157737736]"
Saint-Maur - République,11018,4,5,9,50,"[48.864185861455, 2.3783174157143]"
Metz - Marne,19123,2,2,4,33,"[48.891163, 2.3865705]"
Commandant Charcot - Bretteville,22007,2,16,18,36,"[48.87530570765423, 2.2558460757136345]"
Ivry - Baudricourt,13037,1,2,3,20,"[48.824695995415006, 2.363106073577468]"
Lacépède - Linné,5031,8,18,26,54,"[48.8437035476636, 2.354651279747486]"
Jacquier - Didot,14025,1,0,1,30,"[48.82953336292279, 2.318179272115231]"
Guynemer - Jardin du Luxembourg,6009,7,14,21,36,"[48.8466127, 2.3325478]"
Paul Valery - Victor Hugo,16104,8,2,10,23,"[48.87137406080164, 2.2887128591537476]"
Etienne Dolet - Place Maurice Chevalier,20033,2,1,3,47,"[48.86798303359366, 2.3851405311143026]"
Convention - Campus de Bobigny,30005,29,0,29,32,"[48.914920058264, 2.4172238067445]"
Batignolles - Abel Truchet,17050,4,0,4,28,"[48.883103904582, 2.3238347490884]"
Saint-Marcel - Hôpital,13013,3,3,6,21,"[48.839504424583, 2.3609894170229]"
Fontaine du Tertre - Calvaire,21510,3,13,16,24,"[48.8702539, 2.2187778]"
Résistance - Romain Rolland,51007,7,8,15,28,"[48.950873482371, 2.2310190077797]"
Temple - Charlot,11038,3,39,42,45,"[48.865709343796, 2.3652737250724]"
Claude Debussy - Marc Bloch,21112,6,40,46,56,"[48.910388180512, 2.3117771744728]"
Place Jean Mermoz,22703,3,11,14,30,"[48.9220937, 2.2718348]"
Charles de Gaulle - Rue de l'Alma,24010,7,7,14,28,"[48.896620592993, 2.252313240191]"
Ménilmontant - Père Lachaise,20030,1,0,1,41,"[48.863287291502, 2.3869940266013]"
Hippodrome de Longchamp,16140,8,20,28,30,"[48.86413226532, 2.239905372262]"
Georges Pompidou - Verdun,21508,2,0,2,26,"[48.875481, 2.232443]"
Félix Faure - Lourmel,15032,6,38,44,58,"[48.83868901709515, 2.2818081825971603]"
Gambetta - Saint Fargeau,20037,1,0,1,24,"[48.871244610447015, 2.4039056897163396]"
Macdonald - Césaria Evora,19045,12,5,17,67,"[48.89883, 2.37933]"
Chevaleret - Tolbiac,13053,8,27,35,35,"[48.82941, 2.375934]"
Nungesser - Santé,41212,3,2,5,22,"[48.852335, 2.448967]"
Dora Maar - Nadia Guendouz,34009,10,15,25,30,"[48.905452421305, 2.3220406472683]"
Stalingrad - Barbara,22208,2,2,4,20,"[48.809223658808, 2.3175904558822]"
Stalingrad - Général de Gaulle,45005,17,3,20,26,"[48.823450589614, 2.4965062363218]"
Cartier Bresson - Denis Papin,35021,3,6,9,31,"[48.902616, 2.397814]"
Pierre Ginier - Clichy,18045,2,0,2,16,"[48.8867667, 2.326228]"
Carpeaux - Place Jacques Froment,18018,0,0,0,19,"[48.8906542, 2.3309428]"
Jemmapes - Ecluses Saint-Martin,10025,2,2,4,15,"[48.87748519186726, 2.3660067468881607]"
Châteaudun - Place de la Liberté,22507,0,2,2,26,"[48.90970830301211, 2.2454486480600626]"
Place Henri Dunant - Gare RER,22602,7,17,24,31,"[48.788093281931, 2.2909234046643]"
Maréchal Leclerc de Hauteclocque - Marché Buzenval,25010,7,6,13,30,"[48.858446, 2.192077]"
Guy Môquet - Jean Moulin,32023,16,6,22,30,"[48.940931521020836, 2.363948999931771]"
Avenir,23201,7,18,25,45,"[48.8103438, 2.3003776]"
Champs de Manoeuvre - Cartoucherie,12165,16,13,29,35,"[48.835261, 2.447974]"
Bastille - Biscornet,12001,10,20,30,62,"[48.851355779579, 2.369220033288]"
Jean Bouin - Gouverneur Général Eboué,21327,4,15,19,31,"[48.824792734266, 2.2651904328524]"
Gare du Nord - Demarquay,10163,0,1,1,30,"[48.881154, 2.358411]"
Division Leclerc - Kléber,23203,0,0,0,25,"[48.798666226364, 2.2833752789972]"
Henri Barbusse - Bourguignons,26008,3,13,16,34,"[48.91301722799713, 2.2734212270774417]"
Marceau Delorme - Pierre Brossolette,26009,5,4,9,28,"[48.91206062860357, 2.295897423568745]"
Garibaldi - Gabriel Péri,34008,1,13,14,30,"[48.905741911394, 2.3316044208059]"
Bateliers - Quai de Seine,34012,7,7,14,26,"[48.915817585516, 2.3239533298594]"
Place de la Paix - Abbé Saint-Pierre,21514,2,2,4,24,"[48.86462724459225, 2.2047570338469806]"
Convention - Vaugirard,15052,3,30,33,62,"[48.837676822332, 2.2955869260203]"
Pontoise - La Tournelle,5107,12,3,15,23,"[48.850458009188, 2.3524542754922]"
Gare de l'Est - Chateau Landon,10026,2,3,5,59,"[48.879305, 2.362424]"
Jonquière - Docteur Paul Brousse,17010,1,15,16,54,"[48.894799816683985, 2.318705212173216]"
Ordener - Poissonniers,18023,3,0,3,35,"[48.891213890844654, 2.351288666219873]"
Ruisseau - Ordener,18026,2,1,3,53,"[48.89299462568024, 2.340144887566567]"
Clignancourt - Ordener,18024,0,0,0,35,"[48.891457726153774, 2.348636478060487]"
Lauriston - Copernic,16006,10,2,12,19,"[48.86926, 2.289918]"
Gabriel Péri - Jules Ferry,31202,3,5,8,25,"[48.926182814311, 2.3912295762525]"
Les Juilliottes,47002,3,0,3,21,"[48.804356733455, 2.4434815704655]"
Charles de Gaulle,22019,7,5,12,18,"[48.885368380902, 2.2595618686871]"
Suzanne Masson,31201,16,15,31,37,"[48.923306888013, 2.3847292397611]"
Volontaires - Lecourbe,15013,6,8,14,31,"[48.84351378799, 2.3065522313118]"
Tolbiac - Boussingault,13204,1,5,6,41,"[48.826177754027, 2.3420378552202]"
Choisy - Tolbiac,13035,3,1,4,20,"[48.82591155587, 2.3602393269539]"
Convention - Lourmel,15062,0,27,27,36,"[48.842055041656, 2.2859910875559]"
Ney - Porte de Clignancourt,18134,0,0,0,25,"[48.8978867, 2.3458001]"
Square de Choisy - Eastman,13203,0,1,1,24,"[48.828543456283, 2.3583075090494]"
Liberté - Vert-de-Maisons,47007,1,7,8,20,"[48.790147809608, 2.4328628182411]"
Pont de Suresnes,21501,2,1,3,18,"[48.867415092322, 2.2258946679617]"
François 1er - Montaigne,8038,18,9,27,53,"[48.866887649978, 2.3066755757207]"
Rampal - Belleville,19204,3,2,5,20,"[48.873114661405, 2.3798409114805]"
Saint-Jacques - Soufflot,5201,10,4,14,16,"[48.846280383395, 2.3430785379567]"
Place Pigalle,18042,4,0,4,21,"[48.8827555, 2.3361566]"
Jean Jaurès - Presles,35002,2,10,12,31,"[48.907134414988, 2.3960057280531]"
Alexandre Dumas - Voltaire,11102,4,16,20,74,"[48.852888670365, 2.3891476408096]"
Hoche - Tilsitt,8057,9,2,11,33,"[48.874836457837, 2.2971323132515]"
Vanne - Général de Gaulle,21213,1,2,3,25,"[48.815007, 2.328318]"
Place de la République - Voltaire,11046,3,14,17,19,"[48.866830968942, 2.3654810339212]"
Faubourg Du Temple - Republique,11037,2,30,32,38,"[48.867872484749, 2.3648982158072]"
Fédération - Suffren,15105,1,1,2,25,"[48.852828153442, 2.2978776320815]"
Mauroy - Cheminots,18205,3,1,4,32,"[48.897715198403, 2.357895075822]"
Ecole Militaire - Place Joffre,7111,1,21,22,26,"[48.852060203583, 2.3017993569374]"
Taitbout - Châteaudun,9025,16,21,37,54,"[48.876383969379, 2.3353566779335]"
Traktir - Foch,16103,9,0,9,22,"[48.872755334614, 2.2915497802487]"
Octave Gréard - Tour Eiffel,7025,6,10,16,33,"[48.856502977696, 2.2931787543289]"
Quai de Béthune - Pont de la Tournelle,4108,2,8,10,25,"[48.85097433194, 2.3563072085381]"
Haut du Mont-Mesly,40010,1,0,1,21,"[48.780191921646, 2.4685737495183]"
Stade de la Habette,40012,2,6,8,16,"[48.774397033806, 2.4668785263921]"
Hôtel de Ville de Créteil,40013,1,2,3,36,"[48.77699496201, 2.4552552404284]"
Créteil Pointe du Lac,40014,10,2,12,28,"[48.769807356177, 2.4623027310281]"
Raymond Poincaré - Place Victor Hugo,16005,1,2,3,25,"[48.87030612437, 2.2850745414202]"
Dugommier,12201,2,4,6,53,"[48.838811048815, 2.3896577954292]"
Hôtel de Ville d'Asnières sur Seine,26005,9,11,20,30,"[48.90999330025577, 2.288238108158112]"
Pierre-Simon Girard  - Paris,30006,0,0,0,35,"[48.901342171637, 2.4560186601176]"
Gare de Chaville Rive Gauche,23703,3,0,3,18,"[48.805160304345, 2.188277207315]"
Place de la Porte de Châtillon,14021,1,1,2,59,"[48.8242469, 2.3186306]"
Iles de Loisirs de Créteil,40015,6,1,7,24,"[48.780258200618, 2.4455094301232]"
Yves Farges - Route d'Enghien,51005,5,2,7,35,"[48.95756799268, 2.2834496977978]"
Louis Blanc - Aqueduc,10031,2,0,2,37,"[48.882030182599, 2.363561578095]"
Port-Royal - Hôpital du Val-de-Grâce,13001,1,1,2,18,"[48.837668272811, 2.3448138346607]"
Place d'Italie - Vincent Auriol,13010,4,0,4,40,"[48.831481874467, 2.3567550292319]"
Vincennes - François Debergue,31029,0,1,1,24,"[48.857497590947, 2.4375258284792]"
Alibert - Jemmapes,10013,4,10,14,60,"[48.871044051984, 2.3661044619878]"
Bir Hakeim,15026,4,19,23,33,"[48.853844054334, 2.289705348222]"
Danielle Casanova - Place Vendôme,1022,16,15,31,37,"[48.868266498223, 2.3304839059711]"
Pailleron - Bouret,19203,5,3,8,27,"[48.880516995482, 2.3763902374411]"
Victoria - Place du Chatelet,1002,1,15,16,22,"[48.857992591527, 2.3469167947769]"
Grande Armée - Brunel,17038,16,7,23,62,"[48.876116, 2.288124]"
Dr Calmette,43102,15,1,16,18,"[48.745456776386, 2.4089241218595]"
Hôtel de Ville - Adrienne Bolland,30001,7,17,24,33,"[48.905280057722, 2.4455443018674]"
Quai de Seine - Pont de l'île-Saint-Denis,34501,4,1,5,25,"[48.935421446598, 2.3408389473018]"
Gaston Roussel - Commune de Paris,32308,0,0,0,1,"[48.894440646006, 2.4323074841326]"
Buisson Saint-Louis - Saint-Maur,10208,0,0,0,30,"[48.872274029222, 2.3733284860819]"
Gare RER les Saules - Chandigarh,43103,12,5,17,17,"[48.745653981945, 2.4169882184347]"
Grilles - Honoré d'Estienne d'Orves,35022,0,0,0,23,"[48.890439299703, 2.4066777712134]"
Adrien Raynal - Verger,43101,3,15,18,30,"[48.743385629116, 2.4025604826094]"
Avenue de la Paix - Chaillon,23904,2,9,11,19,"[48.935291060802, 2.3260894310459]"
Louis Dain - Rosiers,34015,0,0,0,35,"[48.904676215771, 2.3379541963343]"
Madeleine Vionnet,33019,16,20,36,34,"[48.902519074064, 2.3740895837545]"
Place du Moulin de Javel,15058,19,21,40,45,"[48.84021670922, 2.2716060653329]"
ZAC des Louvresses,22304,16,1,17,32,"[48.943681749651, 2.3057864216906]"
Aristide Briand - Place de la Résistance,21302,1,19,20,25,"[48.82124248401006, 2.2511002421379094]"
Tremblay - Lac des Minimes,12127,29,20,49,48,"[48.834131261494, 2.4547516554594]"
Clichy - Place Blanche,18043,2,0,2,20,"[48.883601088297, 2.3332237824798]"
Place Balard,15056,4,20,24,22,"[48.836395736424, 2.2784192115068]"
Matignon - Faubourg Saint-Honoré,8203,13,12,25,35,"[48.871499100264, 2.3138961727427]"
